,0
703,15.01
704,15.02
705,15.05
706,14.99
707,14.99
708,15.14
709,14.95
710,15.09
711,15.3
712,15.16
713,15.05
714,14.77
715,14.73
716,14.78
717,14.94
718,14.98
719,14.81
720,14.63
721,14.45
722,14.61
723,14.57
724,14.78
725,14.73
726,14.57
727,14.74
728,14.19
729,14.66
730,14.34
731,14.72
732,14.49
733,14.51
734,14.82
735,14.99
736,14.95
737,15.1
738,15.13
739,15.12
740,15.03
741,14.84
742,15.45
743,15.33
744,15.26
745,15.19
746,15.62
747,15.69
748,15.62
749,15.88
750,15.67
751,15.62
752,15.55
753,15.46
754,15.49
755,15.36
756,15.62
757,15.49
758,15.42
759,15.28
760,15.78
761,15.7
762,15.85
763,15.86
764,15.88
765,15.74
766,15.71
767,16.129998999999998
768,15.67
769,15.51
770,15.45
771,15.31
772,15.93
773,16.1
774,16.110001
775,15.85
776,15.93
777,15.8
778,15.99
779,15.9
780,15.8
781,15.89
782,15.96
783,16.040001
784,16.110001
785,16.040001
786,15.94
787,16.370001000000002
788,16.59
789,16.530001000000002
790,16.15
791,16.27
792,16.790001
793,16.959999
794,16.879998999999998
795,16.860001
796,16.690001000000002
797,16.889999
798,16.85
799,16.799999
800,16.74
801,16.76
802,16.73
803,16.85
804,16.639999
805,16.139999
806,16.24
807,16.190001000000002
808,16.219998999999998
809,15.43
810,15.44
811,15.83
812,15.47
813,15.28
814,15.07
815,15.09
816,15.22
817,15.36
818,15.51
819,15.53
820,15.49
821,15.66
822,15.57
823,15.5
824,15.34
825,15.3
826,15.28
827,15.68
828,15.81
829,16.0
830,16.040001
831,16.0
832,15.85
833,16.08
834,16.08
835,16.02
836,16.25
837,16.360001
838,16.49
839,16.559998999999998
840,16.74
841,17.07
842,17.110001
843,17.02
844,17.24
845,17.18
846,17.18
847,16.959999
848,16.84
849,16.639999
850,16.700001
851,16.6
852,16.77
853,16.65
854,16.549999
855,16.610001
856,16.629998999999998
857,16.709999
858,16.76
859,16.74
860,16.959999
861,16.73
862,16.9
863,17.059998999999998
864,17.299999
865,17.639999
866,17.450001
867,17.58
868,17.57
869,17.65
870,17.700001
871,17.969998999999998
872,18.08
873,18.030001000000002
874,17.99
875,18.33
876,18.32
877,18.26
878,18.469998999999998
879,18.48
880,18.370001000000002
881,18.379998999999998
882,18.34
883,18.309998999999998
884,18.120001000000002
885,18.15
886,17.75
887,17.92
888,17.9
889,17.92
890,17.969998999999998
891,18.27
892,18.18
893,18.360001
894,18.23
895,18.290001
896,18.09
897,17.969998999999998
898,17.99
899,18.02
900,18.17
901,18.16
902,18.15
903,17.91
904,18.530001000000002
905,18.65
906,18.85
907,18.74
908,18.690001000000002
909,18.32
910,18.52
911,18.49
912,18.4
913,18.51
914,18.459999
915,18.290001
916,17.799999
917,17.59
918,17.610001
919,17.610001
920,17.84
921,17.860001
922,17.92
923,17.92
924,18.23
925,18.139999
926,18.43
927,18.290001
928,18.42
929,18.49
930,18.35
931,18.24
932,18.23
933,18.110001
934,18.049999
935,18.059998999999998
936,18.25
937,18.059998999999998
938,17.65
939,17.93
940,17.76
941,17.75
942,17.799999
943,17.860001
944,17.889999
945,17.9
946,17.76
947,18.02
948,18.34
949,18.969998999999998
950,19.08
951,19.0
952,19.0
953,18.9
954,19.02
955,19.41
956,19.4
957,19.120001000000002
958,19.309998999999998
959,19.18
960,19.33
961,19.48
962,19.629998999999998
963,19.799999
964,19.219998999999998
965,19.110001
966,18.93
967,18.950001
968,18.889999
969,18.98
970,18.42
971,17.66
972,17.940001000000002
973,17.709999
974,17.1
975,17.24
976,17.24
977,16.959999
978,17.34
979,17.110001
980,17.52
981,17.32
982,17.299999
983,17.440001000000002
984,17.49
985,17.549999
986,18.02
987,17.75
988,17.389999
989,17.23
990,17.65
991,17.43
992,17.18
993,17.27
994,17.450001
995,17.700001
996,17.459999
997,17.299999
998,17.4
999,17.35
1000,17.219998999999998
1001,17.389999
1002,17.48
1003,17.15
1004,17.82
1005,18.030001000000002
1006,17.559998999999998
1007,17.889999
1008,17.780001000000002
1009,17.790001
1010,17.84
1011,18.23
1012,18.530001000000002
1013,18.51
1014,18.799999
1015,19.030001000000002
1016,19.120001000000002
1017,19.09
1018,19.09
1019,19.16
1020,19.389999
1021,19.370001000000002
1022,19.34
1023,19.219998999999998
1024,19.440001000000002
1025,19.18
1026,19.25
1027,18.959999
1028,19.040001
1029,18.99
1030,19.17
1031,19.02
1032,18.940001000000002
1033,19.25
1034,19.190001000000002
1035,19.41
1036,19.6
1037,19.870001000000002
1038,19.85
1039,19.68
1040,19.68
1041,20.129998999999998
1042,20.129998999999998
1043,20.200001
1044,20.26
1045,19.370001000000002
1046,19.23
1047,18.52
1048,18.049999
1049,18.77
1050,18.959999
1051,19.27
1052,19.35
1053,19.17
1054,19.74
1055,20.200001
1056,20.23
1057,20.290001
1058,20.25
1059,20.040001
1060,19.940001000000002
1061,19.93
1062,19.219998999999998
1063,19.08
1064,19.1
1065,18.83
1066,19.450001
1067,19.15
1068,19.32
1069,19.530001000000002
1070,19.48
1071,19.57
1072,19.35
1073,19.68
1074,20.190001000000002
1075,20.030001000000002
1076,20.280001000000002
1077,20.309998999999998
1078,20.040001
1079,19.59
1080,19.709999
1081,19.77
1082,19.49
1083,19.389999
1084,19.59
1085,19.6
1086,19.75
1087,19.620001000000002
1088,19.549999
1089,19.469998999999998
1090,19.58
1091,19.799999
1092,19.91
1093,19.75
1094,19.639999
1095,19.639999
1096,19.540001
1097,19.879998999999998
1098,19.83
1099,19.65
1100,19.219998999999998
1101,19.120001000000002
1102,18.879998999999998
1103,18.48
1104,18.620001000000002
1105,18.559998999999998
1106,18.77
1107,19.02
1108,19.190001000000002
1109,19.049999
1110,19.18
1111,19.25
1112,19.559998999999998
1113,19.389999
1114,19.469998999999998
1115,19.370001000000002
1116,19.57
1117,19.6
1118,19.16
1119,18.809998999999998
1120,19.129998999999998
1121,19.35
1122,19.870001000000002
1123,20.08
1124,19.870001000000002
1125,19.889999
1126,19.950001
1127,19.99
1128,20.0
1129,19.27
1130,19.27
1131,20.200001
1132,20.1
1133,20.129998999999998
1134,19.879998999999998
1135,20.139999
1136,20.049999
1137,20.059998999999998
1138,19.889999
1139,19.65
1140,19.309998999999998
1141,19.549999
1142,19.969998999999998
1143,19.25
1144,19.01
1145,18.93
1146,18.85
1147,18.889999
1148,18.780001000000002
1149,18.57
1150,18.49
1151,17.98
1152,17.700001
1153,17.110001
1154,16.85
1155,17.42
1156,17.17
1157,17.75
1158,17.73
1159,18.040001
1160,18.129998999999998
1161,17.91
1162,18.24
1163,18.219998999999998
1164,17.84
1165,17.969998999999998
1166,17.59
1167,17.620001000000002
1168,17.690001000000002
1169,17.879998999999998
1170,17.92
1171,17.690001000000002
1172,17.68
1173,17.0
1174,17.139999
1175,16.99
1176,16.809998999999998
1177,17.07
1178,17.24
1179,17.379998999999998
1180,17.389999
1181,16.57
1182,16.809998999999998
1183,16.530001000000002
1184,16.74
1185,16.700001
1186,16.799999
1187,16.74
1188,16.709999
1189,16.58
1190,16.700001
1191,16.49
1192,16.200001
1193,15.53
1194,15.66
1195,15.61
1196,16.190001000000002
1197,15.79
1198,15.7
1199,16.34
1200,16.52
1201,16.620001000000002
1202,16.799999
1203,16.93
1204,17.01
1205,16.879998999999998
1206,16.76
1207,16.73
1208,16.719998999999998
1209,16.76
1210,17.030001000000002
1211,16.84
1212,16.870001000000002
1213,17.049999
1214,17.07
1215,16.879998999999998
1216,17.200001
1217,17.32
1218,17.549999
1219,17.620001000000002
1220,17.33
1221,17.559998999999998
1222,17.5
1223,17.24
1224,16.92
1225,16.870001000000002
1226,17.08
1227,17.01
1228,17.01
1229,17.209999
1230,17.049999
1231,17.18
1232,17.290001
1233,17.219998999999998
1234,17.219998999999998
1235,17.23
1236,17.25
1237,17.35
1238,17.33
1239,17.18
1240,17.07
1241,17.059998999999998
1242,16.99
1243,16.620001000000002
1244,16.639999
1245,16.68
1246,16.879998999999998
1247,17.09
1248,17.02
1249,17.23
1250,17.709999
1251,17.540001
1252,17.6
1253,17.32
1254,17.15
1255,17.110001
1256,17.16
1257,16.99
1258,17.17
